cardRef,state,brandCode,holderNameRaw,balanceTxt,currencyCode,internationalFlag,expiryTxt,cvvTxt,pinTxt,maxDailyTxTxt,maxTxAmountTxt,issuingCountryCode,notesRaw,providerCode,providerFeePctTxt,providerDailyLimitTxt,providerPriorityTxt,providerState,providerCountry,txKind,txAmountTxt,txRequestRef
VC-04817,B,05,USER 4817,"487,03",EUR,N,04/32,148,7990,8,"4444,07",US,Legacy note 4817,SQUARE,1.18,670,4,B,Spain,C,"4357,88",d5f16300-99eb-43d8-9cb7-3673551a3623
VC-04818,A,01,USER 4818,"990,08",BRL,N,10/34,620,6618,32,"2562,65",BR,Legacy note 4818,SQUARE,3.24,16885,5,A,Brazil,C,"3714,30",8c22441a-188f-4b91-9b8a-9aa70bd63c5f
VC-04819,B,05,USER 4819,"8534,20",USD,N,03/30,209,9985,34,"3511,82",PT,Legacy note 4819,STRIPE,1.84,8188,3,B,Spain,T,"6581,12",08f360d1-8fa8-4f8b-9e44-3c38f1b87129
VC-04820,B,03,USER 4820,"6169,73",BRL,N,08/34,954,4592,44,"3717,78",US,Legacy note 4820,PAYPAL,2.54,19090,2,A,France,C,"258,43",a13ef3ee-d6b8-4d33-971d-303240807e1d
VC-04821,A,01,USER 4821,"1237,23",USD,N,12/33,551,9922,1,"989,42",FR,Legacy note 4821,ADYEN,1.19,6180,3,A,Brazil,P,"8198,43",bff9c888-7308-4dcf-862d-ca3e598ab54b
VC-04822,A,05,USER 4822,"4070,66",USD,Y,08/35,335,5745,32,"390,34",BR,Legacy note 4822,PAYPAL,3.90,8344,4,B,Brazil,P,"3214,34",8015c8d6-bfcd-4e6c-93cd-067b95a3726a
VC-04823,B,05,USER 4823,"7116,15",BRL,Y,11/30,955,9364,32,"2921,93",ES,Legacy note 4823,ADYEN,1.56,13413,3,B,Portugal,C,"5834,47",c755cbf1-ac8c-4c74-8160-7ff4ad56fdf1
VC-04824,B,01,USER 4824,"3473,36",EUR,Y,06/30,559,6952,31,"1380,70",PT,Legacy note 4824,ADYEN,2.51,614,4,A,Brazil,P,"5288,75",33b33e04-235a-4582-9b0e-6388a6212a4f
VC-04825,B,05,USER 4825,"364,34",USD,N,12/28,811,3528,3,"3598,04",BR,Legacy note 4825,STRIPE,3.28,13305,2,B,USA,T,"7172,75",e9276b67-61d0-40eb-94e5-5b8108ed013e
VC-04826,B,03,USER 4826,"6798,64",EUR,N,01/33,463,9030,49,"4227,20",FR,Legacy note 4826,PAYPAL,0.52,12411,3,B,Spain,T,"9123,45",17410781-fb94-4a12-9fa1-ebde9db3a53c
VC-04827,B,04,USER 4827,"2279,53",USD,N,12/28,654,1521,8,"3209,64",US,Legacy note 4827,STRIPE,0.92,8087,1,A,Portugal,C,"8790,59",41e31e57-4a29-4dbb-abf8-6407df01d194
VC-04828,B,05,USER 4828,"3666,72",BRL,Y,06/32,328,5780,18,"2410,64",US,Legacy note 4828,PAYPAL,2.90,18287,5,A,France,T,"6260,75",7da8da98-27b9-4470-9bb3-5d8492329ac8
VC-04829,A,02,USER 4829,"4290,62",BRL,Y,02/31,167,3049,23,"4229,58",BR,Legacy note 4829,STRIPE,1.12,18139,2,A,USA,C,"3051,11",e235915d-cc3a-4370-a6e2-055fc8439848
VC-04830,A,05,USER 4830,"9432,85",EUR,Y,08/27,790,9535,16,"3054,01",ES,Legacy note 4830,ADYEN,3.85,2365,1,B,France,T,"8044,79",b85e2684-81bb-42e9-9324-0350610dfd3d
VC-04831,B,02,USER 4831,"4644,46",BRL,Y,08/29,594,8414,49,"2470,84",BR,Legacy note 4831,STRIPE,0.59,15395,5,B,Brazil,P,"8689,39",236345e8-86d7-4f1d-af69-d8bfa9e1aa92
VC-04832,B,02,USER 4832,"4252,24",BRL,N,07/35,702,6343,44,"1897,40",ES,Legacy note 4832,PAYPAL,3.10,16269,3,A,Brazil,T,"6195,11",61a68da2-ffb7-457c-beb5-1235c56ec03e
VC-04833,A,05,USER 4833,"7808,09",BRL,Y,03/33,315,3647,34,"4613,23",PT,Legacy note 4833,ADYEN,0.80,16707,4,A,USA,C,"4673,46",d76c0b2e-530b-4587-b190-11c90b9390ca
VC-04834,A,02,USER 4834,"9736,21",USD,Y,11/32,664,5711,45,"3387,27",ES,Legacy note 4834,PAYPAL,2.92,7747,1,A,USA,T,"9559,32",059040c6-28d1-4349-9070-fcc62e6ece37
VC-04835,A,02,USER 4835,"784,63",USD,N,09/32,573,6546,31,"3011,83",ES,Legacy note 4835,STRIPE,2.37,3613,1,B,Portugal,P,"5175,33",d550aa38-c9e6-4ad3-a55d-1e02da70cd36
VC-04836,A,03,USER 4836,"9123,37",BRL,N,11/35,920,4291,40,"3492,20",PT,Legacy note 4836,SQUARE,0.75,899,5,A,Spain,C,"1139,66",a9b3912f-e0bf-45cb-8023-3eb4c5116706
VC-04837,A,04,USER 4837,"8811,41",BRL,Y,08/26,347,5241,38,"4105,55",ES,Legacy note 4837,SQUARE,1.28,13877,3,A,USA,P,"5372,93",393d141c-b4a1-4cde-87fd-1e6e31646e68
VC-04838,A,02,USER 4838,"3075,00",BRL,N,03/34,971,7818,2,"3545,56",FR,Legacy note 4838,PAYPAL,2.00,16892,1,A,France,P,"3184,96",e11e9c44-0f7c-4b29-8292-d1430c3831fd
VC-04839,A,02,USER 4839,"9583,49",EUR,N,06/27,192,6100,42,"1809,60",ES,Legacy note 4839,ADYEN,1.16,3954,1,B,Spain,C,"2273,07",68ce2f5a-89b3-45fe-9b9a-7db6c9baef52
VC-04840,A,04,USER 4840,"2065,84",USD,Y,04/32,375,4531,11,"4517,13",PT,Legacy note 4840,SQUARE,1.12,3532,3,A,Spain,T,"7142,79",a9b8f4ef-d2e3-4c3c-82d8-9f01fddc327a
VC-04841,B,04,USER 4841,"7154,90",USD,N,01/28,832,4803,40,"500,10",PT,Legacy note 4841,PAYPAL,2.63,9283,4,B,Portugal,C,"3534,45",3e8c5cd9-5baa-4779-8e7d-d91f404a3033
VC-04842,A,01,USER 4842,"6519,48",EUR,Y,05/34,260,7937,4,"707,38",BR,Legacy note 4842,ADYEN,4.79,1582,3,B,France,P,"9445,23",917e08fc-a546-4989-b277-17eb05263b88
VC-04843,A,01,USER 4843,"6281,68",USD,Y,10/27,139,8560,39,"4853,12",US,Legacy note 4843,SQUARE,1.97,4591,5,B,Spain,C,"4646,76",a9b8a6de-e56d-465e-84ea-73ed65852254
VC-04844,B,02,USER 4844,"9410,16",USD,Y,02/31,957,9685,30,"4329,33",PT,Legacy note 4844,ADYEN,4.55,7176,1,A,France,P,"3566,31",f7e40743-a32f-4978-b27f-547fac3fe2ff
VC-04845,B,02,USER 4845,"8161,88",BRL,Y,11/26,255,5509,14,"426,02",US,Legacy note 4845,PAYPAL,2.21,2035,5,A,USA,C,"1391,77",34e3c0ce-acd8-4ce0-832f-01f2ee82b9bd
VC-04846,B,01,USER 4846,"9093,43",EUR,N,02/35,434,4279,40,"149,16",ES,Legacy note 4846,SQUARE,4.62,8637,4,A,France,C,"1913,59",fd70a1c6-0799-4ed2-80e4-9975c4a846c1
VC-04847,A,04,USER 4847,"6366,10",USD,Y,11/35,212,3206,26,"1689,50",US,Legacy note 4847,SQUARE,2.81,2365,5,B,Portugal,C,"6301,15",3d340d4b-63a6-442a-836e-2f0737b34d27
VC-04848,A,05,USER 4848,"9090,32",EUR,Y,04/29,814,4104,30,"2711,89",FR,Legacy note 4848,ADYEN,2.24,14367,4,A,Brazil,P,"2231,30",bf7d2c42-6bf0-48bf-a8dd-ea66eb46efc6
VC-04849,A,01,USER 4849,"7668,72",USD,Y,02/27,237,5013,44,"4854,35",FR,Legacy note 4849,PAYPAL,4.31,11405,5,A,Brazil,P,"896,90",80c1b11c-d196-435d-ac78-b506d5a49114
VC-04850,A,02,USER 4850,"8165,96",EUR,Y,02/34,905,9128,22,"3062,24",US,Legacy note 4850,ADYEN,2.79,4010,3,B,USA,T,"7617,40",4b8383cb-f916-4c68-a1c6-520525ce734b
VC-04851,A,01,USER 4851,"4939,14",BRL,Y,10/35,237,8708,6,"3159,53",PT,Legacy note 4851,PAYPAL,2.29,6202,1,A,Brazil,T,"1300,65",abd15c79-6d0e-497b-aa20-c438ab8c5583
VC-04852,B,05,USER 4852,"6700,08",EUR,Y,02/25,333,6793,2,"204,25",PT,Legacy note 4852,SQUARE,4.33,2461,5,A,Portugal,C,"3023,41",3120ace1-4f8b-4de3-be28-47a651371915
VC-04853,B,03,USER 4853,"2270,65",EUR,N,09/30,171,4103,12,"3415,26",PT,Legacy note 4853,ADYEN,1.90,8631,3,B,USA,T,"6116,36",dfabb51e-0f6b-4e21-87c2-e329e8554a39
VC-04854,A,05,USER 4854,"8603,39",USD,N,06/29,555,9610,29,"3514,33",PT,Legacy note 4854,STRIPE,2.20,4859,3,A,France,C,"9370,70",7814e5b5-0740-4bbc-9623-bba2669169dc
VC-04855,A,03,USER 4855,"2374,28",EUR,N,06/28,272,5149,38,"359,47",PT,Legacy note 4855,ADYEN,1.89,11303,4,B,Spain,T,"9330,59",ff653b6f-187d-4409-8ab5-63bfe1933e00
VC-04856,B,03,USER 4856,"5185,20",USD,Y,12/29,166,7965,26,"4383,58",PT,Legacy note 4856,PAYPAL,4.00,10140,5,A,Spain,T,"6872,25",15defeec-856e-4813-a71f-4e1109b18d10
VC-04857,A,01,USER 4857,"6142,96",EUR,Y,07/31,427,3881,50,"2575,18",US,Legacy note 4857,SQUARE,3.56,13134,3,A,France,T,"1117,56",3ead00ed-c61e-4d7a-8395-39ba2d0b168b
VC-04858,B,03,USER 4858,"3876,60",USD,N,05/25,356,6626,11,"2260,11",FR,Legacy note 4858,SQUARE,3.08,14310,1,B,Portugal,P,"4808,62",900019a5-f42f-4342-bdbd-2d07e9383a16
VC-04859,B,04,USER 4859,"3909,89",EUR,N,11/25,594,8332,29,"1829,05",US,Legacy note 4859,ADYEN,4.08,9725,2,B,Brazil,P,"585,36",fe74dfde-1a9c-4b97-8d19-a1d7c3ef5686
VC-04860,A,01,USER 4860,"7613,04",EUR,N,09/31,456,9029,18,"326,00",FR,Legacy note 4860,STRIPE,4.28,4704,5,B,Brazil,C,"1123,41",aa289f46-e877-4408-8df5-ba0ed1a1ac37
VC-04861,B,05,USER 4861,"8377,94",BRL,Y,05/25,349,9708,8,"3945,82",ES,Legacy note 4861,STRIPE,3.49,12523,3,B,France,C,"2782,03",7495ad57-f697-4055-ab9a-76099be77897
VC-04862,B,01,USER 4862,"8316,60",USD,N,01/28,569,5837,18,"2576,30",BR,Legacy note 4862,PAYPAL,1.14,7458,3,A,Spain,P,"6887,71",a214e806-0147-4455-afc0-666327a5fa26
VC-04863,B,03,USER 4863,"5638,98",USD,Y,02/32,754,9466,36,"3594,52",PT,Legacy note 4863,ADYEN,3.18,11629,4,A,Spain,C,"5960,43",07992832-b21a-402c-90e3-4bffcdbf724e
VC-04864,A,01,USER 4864,"7268,33",EUR,Y,06/33,196,7491,12,"3260,84",BR,Legacy note 4864,PAYPAL,1.72,15789,1,B,Spain,C,"6898,68",2184eef3-2921-48a1-b1da-3cd6c08afe5b
VC-04865,A,05,USER 4865,"6243,79",EUR,Y,06/32,369,9243,19,"4502,31",FR,Legacy note 4865,PAYPAL,2.58,19145,4,B,Brazil,C,"4761,90",2142810e-7fee-4653-a816-bf200d1533ba
VC-04866,A,03,USER 4866,"188,72",EUR,Y,10/34,291,1901,8,"646,54",BR,Legacy note 4866,STRIPE,3.43,12424,2,B,Brazil,C,"5558,98",2a5ba1bf-fdb5-48c5-9f40-e02a5f96e74c
VC-04867,B,04,USER 4867,"3173,26",USD,N,10/29,543,9551,25,"897,88",PT,Legacy note 4867,ADYEN,4.35,1745,2,B,France,C,"5850,14",e7e5a818-6cf9-4d1f-8c7c-b0d62f88881a
VC-04868,B,01,USER 4868,"6513,47",BRL,N,09/33,214,7643,48,"2905,98",ES,Legacy note 4868,SQUARE,2.08,8142,3,B,Portugal,T,"7172,88",4c6813fb-fdd9-4264-a949-0b9f289831db
VC-04869,A,05,USER 4869,"6057,13",USD,N,09/35,479,1421,43,"4322,28",FR,Legacy note 4869,ADYEN,0.89,18226,2,A,Portugal,T,"430,36",8ac6f17c-95f5-4039-84ac-d47ff79478b2
VC-04870,A,03,USER 4870,"5101,97",USD,N,05/30,840,5393,33,"3966,15",ES,Legacy note 4870,ADYEN,4.58,6855,4,A,Spain,P,"6927,48",a8156a86-a331-4d76-9b40-58d4cdadbfbb
VC-04871,B,04,USER 4871,"4598,20",BRL,Y,10/28,981,1230,39,"3220,03",US,Legacy note 4871,SQUARE,3.77,1802,3,B,USA,T,"7211,15",5a7b767c-1c8c-409d-a0e4-baabf181ec8d
VC-04872,A,01,USER 4872,"9273,82",USD,Y,12/31,413,5081,21,"1251,63",FR,Legacy note 4872,ADYEN,1.57,15272,3,B,USA,T,"4036,85",50c11afa-4f7e-4a4e-a3de-cf170a6d3d1d
VC-04873,A,05,USER 4873,"282,22",USD,N,03/34,285,3439,16,"4970,64",US,Legacy note 4873,ADYEN,1.97,9599,3,B,Brazil,T,"6255,43",ddf36ca4-57b0-47e6-9e1c-802af637f651
VC-04874,A,05,USER 4874,"9806,19",USD,Y,02/25,269,5497,44,"1080,34",ES,Legacy note 4874,ADYEN,0.75,3308,3,A,USA,P,"6890,35",73e3ed59-e048-4cb3-b905-ada163fd58fd
VC-04875,B,03,USER 4875,"3909,58",USD,N,12/31,174,2770,10,"3822,98",BR,Legacy note 4875,STRIPE,2.15,19772,2,B,Brazil,P,"4043,78",43b727d9-8405-46c9-bc29-a14566e61b75
VC-04876,B,05,USER 4876,"5943,54",BRL,Y,12/35,470,1361,50,"246,20",PT,Legacy note 4876,STRIPE,4.15,2822,2,B,Brazil,C,"1443,37",58953110-4b10-49bb-9f58-f2ffed9251bd
VC-04877,A,01,USER 4877,"9605,69",USD,N,01/34,225,9178,12,"4232,99",FR,Legacy note 4877,ADYEN,2.05,14527,1,A,France,P,"7050,55",fcfdec61-d0cf-4374-bbfa-b6a7a10af4f3
VC-04878,B,02,USER 4878,"7716,41",BRL,Y,01/26,451,3247,28,"4476,62",BR,Legacy note 4878,PAYPAL,4.87,8327,5,B,USA,C,"8798,63",e62f1d5b-8490-4c64-b316-18e38458e664
VC-04879,A,04,USER 4879,"5775,39",EUR,Y,03/27,355,9035,25,"2426,44",BR,Legacy note 4879,STRIPE,3.15,1487,2,A,USA,T,"1356,10",5a93355c-c02d-4513-a8c7-c06c5e609e55
VC-04880,A,01,USER 4880,"6492,39",BRL,N,05/26,704,1378,7,"2540,77",US,Legacy note 4880,PAYPAL,2.71,11549,2,A,France,C,"8010,53",efab0001-aa82-408a-b0cf-cd28822e8861
VC-04881,A,01,USER 4881,"7644,26",USD,Y,04/25,446,1848,42,"383,95",US,Legacy note 4881,ADYEN,0.83,15024,4,A,France,T,"1552,32",a25d6198-9ec5-4c48-9e0c-5cbcc7783bdb
VC-04882,B,04,USER 4882,"8437,42",USD,N,11/30,632,5205,12,"3234,57",PT,Legacy note 4882,PAYPAL,1.10,15800,3,B,Portugal,C,"1469,18",71fb97fb-0857-465a-b922-ea2ce032e1ba
VC-04883,A,01,USER 4883,"6011,22",EUR,N,01/33,327,3126,40,"3474,91",PT,Legacy note 4883,STRIPE,1.72,2909,1,B,Portugal,C,"8912,15",c0de7193-7100-4bb8-8aec-1ec42d9d0d6f
VC-04884,B,02,USER 4884,"7764,95",BRL,N,08/31,891,6386,17,"4856,89",PT,Legacy note 4884,SQUARE,1.10,7137,4,A,Brazil,P,"6682,71",3d6aa5eb-c23f-4989-8eb6-df997caffb0e
VC-04885,B,04,USER 4885,"9720,50",EUR,Y,04/32,686,3116,4,"2552,28",US,Legacy note 4885,PAYPAL,1.78,18255,5,A,Brazil,P,"9105,01",9a305190-1826-4b23-927a-3b236d2e1da2
VC-04886,B,03,USER 4886,"6900,45",EUR,Y,03/26,754,7734,36,"4458,16",PT,Legacy note 4886,STRIPE,1.45,12081,1,B,Brazil,T,"7409,50",04f2a18c-c1f8-4990-91b8-89d4279ef6f4
VC-04887,B,02,USER 4887,"973,43",BRL,Y,09/25,509,9588,48,"4683,37",FR,Legacy note 4887,ADYEN,3.43,2937,4,A,Spain,C,"7854,26",2ada189a-7417-4af0-9228-62c94afd8d69
VC-04888,A,01,USER 4888,"2591,45",EUR,Y,02/34,623,6507,26,"1180,29",US,Legacy note 4888,PAYPAL,1.95,6866,5,A,Spain,T,"8409,72",c7215d2a-9676-4c9e-b7d3-d0a52afc944a
VC-04889,B,03,USER 4889,"3003,82",BRL,N,02/27,373,6745,9,"3479,23",BR,Legacy note 4889,ADYEN,4.03,14669,4,B,USA,P,"3445,42",26022d20-1b24-452b-9eb2-d3cdb62aebdc
VC-04890,A,01,USER 4890,"4842,64",EUR,Y,06/35,555,8588,13,"3989,14",BR,Legacy note 4890,ADYEN,2.04,10746,5,B,Spain,C,"8449,13",cd953848-340c-46bf-a673-8f90a52c505f
VC-04891,A,05,USER 4891,"2290,74",EUR,N,07/28,176,3953,12,"733,48",US,Legacy note 4891,PAYPAL,2.32,12575,1,B,USA,P,"1350,63",87f28c2b-1c4a-44f1-87be-00e201ee3c0c
VC-04892,B,02,USER 4892,"5192,01",USD,Y,02/25,630,8845,3,"3872,75",PT,Legacy note 4892,STRIPE,4.12,7808,2,B,Brazil,C,"6052,63",6d6d8b30-fd7d-4f72-b298-87b322f8c276
VC-04893,B,02,USER 4893,"2631,57",USD,Y,02/26,823,5390,38,"1191,69",ES,Legacy note 4893,SQUARE,3.70,13676,4,A,France,T,"4710,14",f860a119-2677-4160-a8f8-345ca55f03e6
VC-04894,B,03,USER 4894,"6171,31",USD,Y,06/34,964,9733,42,"4749,23",FR,Legacy note 4894,ADYEN,3.99,17447,1,A,Brazil,P,"5288,87",54b7e0ba-f394-41ec-bcce-6501541e2be4
VC-04895,A,01,USER 4895,"2003,90",EUR,Y,01/26,562,2534,7,"2959,70",US,Legacy note 4895,SQUARE,3.27,1399,1,B,Portugal,P,"4359,50",ebe558c0-5d29-42f4-9975-f274bda07281
VC-04896,B,03,USER 4896,"2576,51",EUR,N,11/25,140,3849,48,"4793,55",PT,Legacy note 4896,STRIPE,2.97,10665,2,B,USA,T,"9510,57",a899690b-1e39-4aed-9a49-c18a1adc0e34
VC-04897,A,03,USER 4897,"8001,14",EUR,N,03/29,405,4956,38,"2437,38",US,Legacy note 4897,SQUARE,2.62,3017,2,B,France,C,"4900,62",30dd694f-fd9a-4ad2-ac05-28c199add595
VC-04898,B,04,USER 4898,"2546,02",USD,N,03/26,427,1842,12,"4096,83",ES,Legacy note 4898,ADYEN,4.99,4697,3,A,Brazil,C,"5269,91",e27adfb5-4647-4e19-89cd-971f8f7835e2
VC-04899,A,03,USER 4899,"4358,46",USD,Y,12/28,832,5105,13,"4638,18",ES,Legacy note 4899,ADYEN,3.25,14371,5,B,Spain,C,"4269,61",9a570fb1-a9f4-4791-af8f-6c37069d34c5
VC-04900,B,05,USER 4900,"3742,15",EUR,Y,02/34,919,7704,13,"885,39",ES,Legacy note 4900,ADYEN,4.64,13474,3,B,USA,T,"425,37",0177fc49-cbce-4c01-a1fb-cb480ce17666
VC-04901,B,05,USER 4901,"6750,81",USD,N,04/33,456,9617,46,"101,29",US,Legacy note 4901,SQUARE,4.33,13248,1,B,Portugal,T,"2556,74",b817011a-ffb4-4d38-9b46-3a6ed75cc9cd
VC-04902,B,05,USER 4902,"3982,22",BRL,Y,12/28,304,7859,49,"1895,12",FR,Legacy note 4902,PAYPAL,4.28,2120,3,B,Portugal,P,"8653,08",c64d4614-c1ff-4e48-9810-8c49a6247457
VC-04903,A,02,USER 4903,"7260,25",EUR,Y,07/26,726,6995,40,"3011,98",BR,Legacy note 4903,ADYEN,0.79,3753,3,B,Portugal,C,"9939,74",7de8d10e-f437-4f29-8d0f-0a38815c670e
VC-04904,B,05,USER 4904,"1553,66",USD,N,01/29,368,9350,43,"2059,85",FR,Legacy note 4904,SQUARE,1.81,18301,4,B,Portugal,P,"2741,12",9060baf9-2771-4162-844a-d47e4f52b8e8
VC-04905,B,01,USER 4905,"7692,73",USD,N,08/28,156,9917,9,"1421,78",BR,Legacy note 4905,STRIPE,2.59,11400,3,B,Portugal,P,"564,04",375156f7-ff26-4c3d-82eb-b4e6ce4481db
VC-04906,B,01,USER 4906,"1651,62",USD,Y,10/31,302,2265,19,"377,78",US,Legacy note 4906,STRIPE,3.57,15738,5,B,Portugal,P,"8053,56",aaaeb78c-01f8-4aea-806c-c2a7b5ca08c1
VC-04907,A,05,USER 4907,"9151,01",BRL,N,11/31,925,3690,10,"579,84",FR,Legacy note 4907,STRIPE,4.47,530,3,B,Portugal,C,"4024,63",1fba214f-0ecb-488d-8eae-9da64b847e18
VC-04908,B,03,USER 4908,"2687,92",EUR,N,11/34,223,8137,24,"3155,82",ES,Legacy note 4908,PAYPAL,3.37,19383,3,B,USA,P,"6292,70",e9a9b806-f5a6-4da3-8333-537701d18fd8
VC-04909,A,02,USER 4909,"5720,79",USD,Y,04/35,559,1229,20,"4147,38",BR,Legacy note 4909,SQUARE,0.86,9022,4,A,Brazil,P,"1180,01",9f2622d9-8699-4bbf-af48-edc6353c77d3
VC-04910,A,04,USER 4910,"8575,18",BRL,N,05/30,428,6938,36,"3704,77",BR,Legacy note 4910,ADYEN,3.83,14398,3,A,Brazil,T,"7207,71",733d1642-a2db-40f0-bbfe-1ed8b2c7415a
VC-04911,A,04,USER 4911,"4708,61",EUR,N,06/31,634,8794,9,"3855,39",FR,Legacy note 4911,SQUARE,4.03,11766,3,B,Brazil,P,"3633,01",6138e164-dc0a-4154-aa3c-e5fd48fc1876
VC-04912,B,04,USER 4912,"471,62",USD,Y,07/31,374,3644,40,"3431,16",US,Legacy note 4912,ADYEN,4.67,18210,5,B,France,C,"6737,33",647faca3-3a73-4bfa-b6e8-80e1c86a292c
VC-04913,B,04,USER 4913,"3032,25",USD,Y,12/30,748,7875,25,"4523,74",ES,Legacy note 4913,PAYPAL,4.96,19117,1,A,Portugal,T,"9218,57",e5b6f0b2-450f-456d-93dd-d5708e8096d6
VC-04914,B,04,USER 4914,"8112,71",EUR,N,07/27,468,9292,22,"3138,78",BR,Legacy note 4914,ADYEN,3.00,2999,4,B,Spain,C,"3205,36",7bbb69b2-455a-46e6-9133-8941bd490b08
VC-04915,A,05,USER 4915,"9803,94",EUR,Y,04/31,231,8190,21,"3290,44",ES,Legacy note 4915,SQUARE,3.67,11493,2,B,France,T,"8347,16",cc22c5f0-b6cf-4a04-8af1-7bff76d3bc11
VC-04916,B,01,USER 4916,"7553,70",EUR,N,04/25,915,7348,50,"2393,07",BR,Legacy note 4916,PAYPAL,3.24,5937,4,A,Spain,T,"762,10",5065bad7-f594-4987-98b4-a0e6542a1aca
VC-04917,A,01,USER 4917,"1248,01",EUR,N,05/31,850,2948,12,"1555,58",BR,Legacy note 4917,PAYPAL,3.37,16189,5,A,Spain,C,"9963,35",c6319222-8d75-4b89-91de-4301abd9a578
VC-04918,A,05,USER 4918,"192,73",BRL,Y,12/32,600,3324,23,"4733,35",ES,Legacy note 4918,SQUARE,1.90,8817,4,B,Brazil,T,"2678,93",1eaab1c6-2c61-458d-8d1d-87354a8c8195
VC-04919,A,01,USER 4919,"7127,65",USD,Y,07/30,359,2156,41,"3560,02",US,Legacy note 4919,STRIPE,1.21,3243,1,A,Portugal,T,"5068,79",0e2ac2e3-ebfa-46e9-854a-58fcab9c98b3
VC-04920,B,03,USER 4920,"3600,15",USD,N,01/25,101,7650,9,"483,55",BR,Legacy note 4920,SQUARE,2.57,3876,2,A,France,P,"3944,54",94596b54-82de-419f-9ddd-2035a55332d6
VC-04921,B,03,USER 4921,"6672,26",USD,N,10/31,613,4617,24,"3004,03",PT,Legacy note 4921,ADYEN,3.85,9354,3,B,Brazil,T,"4791,65",d3364666-729f-4aef-94d1-8aaf0d68881f
VC-04922,B,01,USER 4922,"3238,42",BRL,N,02/34,993,1551,6,"1546,75",FR,Legacy note 4922,STRIPE,3.80,3961,5,B,Spain,C,"5808,62",9e02f1ef-5a85-4bda-aed0-bd56b99d3788
VC-04923,A,05,USER 4923,"4967,65",USD,N,10/27,734,1757,49,"385,68",BR,Legacy note 4923,SQUARE,1.70,9779,2,B,Spain,C,"1862,84",b4802575-a714-4f23-8880-e5f0c5229da3
VC-04924,B,04,USER 4924,"1515,89",BRL,Y,07/30,272,4246,8,"2540,93",ES,Legacy note 4924,ADYEN,3.72,16525,3,A,Portugal,P,"7290,41",0bb7e109-624a-4334-a7ea-fd755da951b3
VC-04925,B,05,USER 4925,"1788,92",BRL,N,04/25,681,4892,26,"321,32",ES,Legacy note 4925,STRIPE,1.52,18312,1,A,Spain,P,"4721,21",e4042244-922a-4250-9708-d6295cff42be
VC-04926,A,02,USER 4926,"792,45",EUR,Y,08/33,917,7016,20,"1043,87",PT,Legacy note 4926,PAYPAL,0.62,4111,5,B,Brazil,T,"9818,03",e3b37c54-d2ed-4283-8242-f88234c1aa62
VC-04927,B,03,USER 4927,"9088,41",BRL,Y,07/29,222,9177,42,"2745,28",FR,Legacy note 4927,PAYPAL,2.89,9392,3,B,Brazil,T,"1138,53",38f1cc51-39f6-44fa-916b-f32e2703e731
VC-04928,A,03,USER 4928,"6554,32",EUR,N,11/35,235,7915,46,"2062,57",ES,Legacy note 4928,SQUARE,3.10,12818,3,B,Spain,T,"8459,15",9853cf3f-7e15-4302-89d7-5c6cb44e37a1
VC-04929,B,04,USER 4929,"5836,60",BRL,N,09/29,685,1046,48,"3279,34",PT,Legacy note 4929,STRIPE,3.73,16345,4,A,Spain,C,"6576,73",c174d98a-3bab-4ed1-974d-6c0c18178f23
VC-04930,A,01,USER 4930,"6044,99",EUR,Y,07/26,534,9041,47,"2593,94",ES,Legacy note 4930,STRIPE,1.97,1123,5,A,USA,C,"5142,84",ccae04a5-fb46-411f-922c-6b2bc0182008
VC-04931,B,03,USER 4931,"9288,04",EUR,Y,09/25,101,5972,25,"2936,77",FR,Legacy note 4931,SQUARE,1.76,686,3,A,USA,T,"5005,26",11642127-1869-4c2d-8056-4063439eaebd
VC-04932,A,03,USER 4932,"6983,06",BRL,N,06/27,859,2081,26,"4782,92",BR,Legacy note 4932,ADYEN,4.44,11110,1,A,France,C,"7004,70",798b4c1a-189c-48a2-a386-70f15ae07b38
VC-04933,A,05,USER 4933,"4945,49",EUR,N,01/30,367,4783,18,"1290,71",ES,Legacy note 4933,SQUARE,3.59,1158,1,A,USA,C,"2230,81",74ed2217-8b8d-4ee3-b261-b36027048822
VC-04934,B,04,USER 4934,"6997,64",USD,Y,03/25,653,5908,5,"841,69",PT,Legacy note 4934,STRIPE,3.87,9516,5,A,USA,P,"5839,96",f4b8161c-e278-4604-84bf-9f4eeb6d109e
VC-04935,B,02,USER 4935,"7642,27",BRL,Y,05/26,803,6136,11,"2555,26",BR,Legacy note 4935,STRIPE,2.22,7114,5,B,Spain,T,"3323,01",1e576545-0f0f-45e3-81eb-22bf91185698
VC-04936,A,04,USER 4936,"2833,74",USD,Y,12/26,342,9897,22,"771,51",PT,Legacy note 4936,SQUARE,5.00,10013,4,A,USA,T,"4584,98",5f2d999a-ce1e-4d41-b82f-48c52ab7664c
VC-04937,B,03,USER 4937,"4080,63",BRL,N,05/27,829,7790,20,"4870,24",FR,Legacy note 4937,ADYEN,2.96,3762,1,B,France,T,"3388,72",a5791dea-fbc4-4e76-88ef-f9ccf341f8b4
VC-04938,A,05,USER 4938,"2261,55",BRL,Y,06/30,972,5502,27,"2547,07",ES,Legacy note 4938,ADYEN,2.33,1544,1,B,France,P,"586,14",5583ecb6-b92f-4b5f-b1cd-227c1eb644c6
