CARD_REF,STATE,BRAND_CODE,HOLDER,BALANCE_STR,ACTIVE_FLG,EXPIRY_TXT,CVV_TXT,COUNTRY_CODE,CURR,INTL_FLG,MAX_TX_DAY,MAX_TX_AMT,PROVIDER_NAME,PROVIDER_FEE,PROVIDER_LIMIT,PROVIDER_PRIORITY
VC-105256,B,01,JENNIFER WRIGHT,"4716,85",Y,01/29,657,US,BRL,Y,28,"4403,39",ADYEN,3.03,12777,3
VC-105257,B,04,HANNAH FRAZIER,"4471,00",N,02/25,955,ES,USD,Y,35,"1950,41",PAYPAL,4.88,96930,2
VC-105258,B,03,SPENCER GILMORE,"3124,61",Y,08/28,843,PT,BRL,Y,49,"3004,69",SQUARE,4.54,59402,5
VC-105259,B,03,ERIN FLORES,"3614,47",N,07/27,388,PT,EUR,N,46,"2306,65",PAYPAL,4.26,82393,2
VC-105260,B,03,ELIZABETH VAUGHN,"2043,47",Y,06/26,736,BR,EUR,N,23,"4857,84",STRIPE,4.67,95329,2
VC-105261,B,04,DOUGLAS SMITH,"1283,76",N,10/24,266,BR,BRL,N,28,"1359,10",PAYPAL,3.98,44099,1
VC-105262,A,05,KATHLEEN SMITH,"2202,29",Y,03/24,333,PT,EUR,Y,20,"1787,08",PAYPAL,2.46,63973,3
VC-105263,A,05,PAUL FERNANDEZ,"4482,63",Y,02/30,513,ES,USD,N,10,"2398,05",PAYPAL,1.46,49291,5
VC-105264,B,05,JAMES REYNOLDS,"3283,89",N,01/30,760,ES,EUR,Y,8,"2934,19",ADYEN,3.37,25950,2
VC-105265,A,04,VERONICA MORTON,"2542,39",Y,11/25,503,BR,EUR,Y,30,"3877,34",ADYEN,4.73,97557,3
VC-105266,A,03,TIMOTHY PHILLIPS,"4662,41",Y,12/30,638,BR,BRL,Y,19,"2557,87",STRIPE,3.95,37632,1
VC-105267,A,04,WILLIAM AGUILAR,"4865,91",Y,09/28,254,US,USD,N,5,"3779,52",PAYPAL,3.72,58429,5
VC-105268,A,03,SHAWN MELENDEZ,"4830,62",N,03/25,269,BR,BRL,N,31,"3596,93",SQUARE,2.91,87921,5
VC-105269,B,04,DAVID LIU,"4819,71",Y,11/25,260,US,EUR,Y,22,"4891,86",SQUARE,1.45,44177,3
VC-105270,B,03,ELIZABETH NELSON DVM,"2,42",N,01/24,168,ES,EUR,Y,49,"2367,54",ADYEN,4.30,41922,2
VC-105271,B,04,DR. BRIANNA HOWARD,"1918,66",Y,03/29,324,BR,USD,Y,13,"4364,77",SQUARE,4.77,31468,4
VC-105272,B,03,PAMELA STEWART,"1143,36",Y,08/30,591,PT,BRL,Y,47,"2318,55",PAYPAL,4.79,30007,3
VC-105273,B,02,JESSICA SANCHEZ,"4092,29",N,10/25,660,BR,EUR,Y,19,"4550,34",PAYPAL,3.47,70571,2
VC-105274,B,05,ALLISON SANDERS,"3715,08",Y,12/24,936,BR,BRL,Y,50,"4895,24",ADYEN,2.34,27975,5
VC-105275,B,05,TONY SUMMERS,"3375,40",N,01/27,686,BR,BRL,N,34,"1151,10",PAYPAL,0.72,15577,3
VC-105276,B,03,ROBIN BURTON,"4220,29",Y,06/27,491,BR,BRL,N,10,"868,66",PAYPAL,0.58,47466,4
VC-105277,B,03,JERMAINE DAVIS,"897,66",N,10/27,702,BR,BRL,Y,3,"4320,01",PAYPAL,3.47,2718,4
VC-105278,B,03,DAVID BROOKS,"172,12",N,03/27,283,BR,BRL,Y,45,"4222,04",STRIPE,3.60,26493,3
VC-105279,A,03,CLAUDIA MOORE,"4471,51",N,05/25,789,ES,EUR,N,35,"1426,19",ADYEN,4.03,40238,1
VC-105280,A,04,ERIC BARNES,"2034,35",Y,06/25,221,BR,USD,Y,13,"667,70",SQUARE,3.13,26868,4
VC-105281,A,01,BRANDON PARKER,"1388,47",N,10/24,725,PT,USD,Y,32,"4185,63",ADYEN,1.70,42415,2
VC-105282,B,01,BRANDON SELLERS,"3992,29",N,05/26,191,US,EUR,N,50,"4154,77",SQUARE,3.49,2982,3
VC-105283,B,02,GREGORY CHUNG,"849,26",Y,12/27,408,PT,USD,Y,10,"3582,38",ADYEN,4.91,75996,2
VC-105284,A,02,AMANDA SHAFFER,"1816,61",Y,04/24,785,PT,EUR,N,28,"3256,73",STRIPE,0.93,96887,5
VC-105285,B,04,GARRETT WOODARD,"3668,63",Y,06/25,658,ES,EUR,Y,50,"2370,26",SQUARE,3.30,3513,5
VC-105286,A,03,JACQUELINE ALVARADO,"3496,06",Y,02/25,737,BR,USD,N,7,"3492,07",ADYEN,0.98,19024,5
VC-105287,B,01,JESSICA HOLLAND DVM,"2176,66",N,10/29,666,ES,USD,Y,28,"1754,38",PAYPAL,3.12,59194,4
VC-105288,B,02,SAMANTHA JACKSON,"4664,58",N,04/30,751,ES,USD,N,8,"187,18",ADYEN,1.30,13897,5
VC-105289,A,04,KENNETH EDWARDS,"2619,31",N,06/24,473,PT,USD,Y,14,"4273,78",PAYPAL,0.54,63146,1
VC-105290,A,04,DAVID JOHNSON,"4370,98",N,01/26,964,BR,EUR,N,47,"2168,02",PAYPAL,1.99,63326,5
VC-105291,A,05,VANESSA ROWE,"1894,52",Y,12/27,217,PT,EUR,N,44,"2630,31",PAYPAL,0.69,63744,3
VC-105292,B,02,COURTNEY HENSLEY,"3752,12",N,09/25,817,PT,BRL,N,2,"3177,90",ADYEN,0.61,10532,1
VC-105293,A,02,ALICIA WASHINGTON,"726,26",Y,03/30,176,PT,BRL,N,12,"1080,48",ADYEN,4.79,20084,4
VC-105294,B,04,CHRISTINA WALLACE,"2781,53",N,10/27,826,US,USD,Y,6,"4043,72",PAYPAL,3.97,28412,2
VC-105295,A,04,ELAINE BECKER,"2613,98",N,09/28,716,BR,USD,Y,39,"3146,00",SQUARE,2.51,3638,1
VC-105296,A,05,DR. STEPHEN MARTIN,"1617,05",N,03/27,436,US,EUR,Y,24,"4290,06",PAYPAL,3.84,90325,3
VC-105297,B,03,DAVID MCDOWELL,"566,79",Y,12/28,543,ES,USD,N,29,"1197,67",SQUARE,2.13,21835,4
VC-105298,B,01,JOSEPH GIBBS,"2777,97",N,03/25,622,PT,BRL,N,21,"2946,29",ADYEN,3.93,33985,3
VC-105299,A,02,LORI PERRY,"3803,36",Y,06/30,846,US,BRL,Y,30,"2230,38",ADYEN,1.70,49383,2
VC-105300,B,02,EMILY GAINES,"2232,12",Y,05/28,666,ES,USD,Y,34,"1909,42",SQUARE,4.70,36665,5
VC-105301,B,04,MIKAYLA NELSON,"4836,03",Y,02/25,667,BR,BRL,N,43,"3586,54",SQUARE,4.10,19308,5
VC-105302,B,01,KATHRYN SANCHEZ,"3284,58",N,09/28,323,PT,EUR,Y,23,"3552,02",SQUARE,1.62,61192,2
VC-105303,B,03,KYLE ROSALES,"1614,11",Y,12/26,676,ES,BRL,Y,42,"1199,25",PAYPAL,1.07,46163,2
VC-105304,B,01,LAUREN THOMAS PHD,"2855,55",N,12/28,905,ES,EUR,N,3,"4974,61",PAYPAL,0.89,57156,5
VC-105305,A,03,BRYAN CARPENTER,"2969,99",N,08/25,244,BR,USD,Y,10,"3239,10",STRIPE,3.14,91852,4
VC-105306,A,02,PAMELA COOK,"707,24",N,02/26,265,BR,EUR,Y,20,"427,20",PAYPAL,1.28,87122,5
VC-105307,A,04,EDWARD JACKSON,"2165,50",N,11/25,679,PT,EUR,Y,45,"4358,89",STRIPE,4.48,77682,4
VC-105308,A,04,HEIDI MILLS,"383,46",N,03/26,628,US,BRL,Y,44,"1725,99",PAYPAL,3.80,64904,2
VC-105309,A,02,DEBRA SMITH,"3951,93",Y,11/29,537,US,BRL,N,50,"1280,98",PAYPAL,4.53,56460,4
VC-105310,A,04,JASON HAYNES,"3755,90",N,11/24,819,ES,USD,Y,27,"277,00",PAYPAL,2.35,66657,1
VC-105311,B,02,JUAN HANSON,"3794,32",Y,03/30,158,US,BRL,Y,48,"752,71",SQUARE,4.95,76864,2
VC-105312,B,04,GARRETT MENDEZ,"3908,94",N,03/27,437,BR,USD,Y,24,"4149,64",SQUARE,3.21,94332,4
VC-105313,B,05,SARAH WEISS,"1599,98",N,09/29,144,US,EUR,N,3,"1555,06",STRIPE,1.79,45334,5
VC-105314,A,05,MICHAEL RAY,"704,87",N,08/26,851,BR,BRL,Y,18,"1424,24",PAYPAL,2.31,31797,3
VC-105315,B,01,SCOTT ANDERSON,"2155,79",N,11/25,975,BR,USD,N,18,"3677,01",ADYEN,2.93,43482,2
VC-105316,A,05,CAROLINE BRANCH,"109,57",N,01/30,238,PT,BRL,Y,4,"3030,20",SQUARE,1.92,8843,3
VC-105317,A,03,CHRISTINE PEREZ,"3747,96",N,09/26,516,PT,USD,Y,11,"4871,36",SQUARE,1.20,46391,2
VC-105318,B,01,MICHAEL ROBBINS,"913,36",Y,11/29,495,US,USD,Y,5,"2782,50",ADYEN,2.70,95963,3
VC-105319,B,05,JILL GREEN,"3724,82",N,04/27,873,BR,USD,Y,40,"3043,69",ADYEN,4.69,51509,2
VC-105320,A,01,DEAN CARTER,"195,03",Y,07/27,525,US,BRL,N,3,"2123,80",STRIPE,3.02,23962,5
VC-105321,B,05,CAROL HENSON,"1060,63",Y,02/28,146,ES,USD,Y,10,"3396,88",STRIPE,2.57,76894,4
VC-105322,B,04,TRAVIS COBB,"4881,72",N,11/26,788,US,EUR,Y,45,"1440,32",PAYPAL,2.24,96916,2
VC-105323,A,05,SHERRY CHAVEZ,"3190,77",N,01/30,513,PT,BRL,N,10,"4792,84",PAYPAL,1.22,29111,2
VC-105324,B,02,TIMOTHY WELLS,"2404,33",Y,10/30,115,ES,EUR,Y,50,"1189,37",PAYPAL,3.89,54040,3
VC-105325,A,05,REGINA ORTIZ,"1339,90",Y,08/28,231,PT,BRL,Y,37,"4948,59",SQUARE,2.63,50385,1
VC-105326,B,01,WILLIAM MORGAN,"21,33",N,06/24,153,BR,EUR,Y,7,"3146,28",PAYPAL,0.88,36496,3
VC-105327,A,02,WYATT CARTER,"3988,00",N,03/24,331,US,EUR,N,22,"708,43",SQUARE,3.32,42208,2
VC-105328,A,04,RYAN MARTIN,"3665,42",Y,12/28,600,US,USD,N,23,"836,22",STRIPE,1.49,2778,5
VC-105329,A,02,MISTY JACKSON,"4304,74",N,02/29,582,BR,BRL,Y,23,"989,39",PAYPAL,3.94,5087,2
VC-105330,A,04,MARY CLARK DDS,"1761,29",Y,11/28,641,US,USD,Y,25,"3815,43",SQUARE,3.96,25108,3
VC-105331,B,03,JAMES THOMPSON,"716,39",N,12/26,433,US,USD,Y,33,"1336,12",ADYEN,3.05,77413,4
VC-105332,B,02,HOLLY HICKS,"3620,99",Y,07/26,679,BR,BRL,N,26,"3376,00",STRIPE,1.33,56438,2
VC-105333,A,02,OLIVIA LEE,"4945,98",N,11/30,802,US,USD,N,14,"678,16",ADYEN,3.51,12886,5
VC-105334,A,04,JENNIFER HOWELL,"2501,18",Y,09/24,483,US,USD,N,5,"3467,49",SQUARE,0.90,90876,1
VC-105335,B,02,SUZANNE HALE,"4906,27",Y,10/29,489,US,USD,Y,38,"1786,87",ADYEN,3.52,93153,3
VC-105336,A,03,KEVIN SANTIAGO,"220,45",Y,03/26,914,ES,USD,N,7,"1327,74",STRIPE,2.27,71129,1
VC-105337,B,03,APRIL JAMES,"938,40",N,10/30,755,US,USD,N,2,"2069,48",STRIPE,2.99,72809,2
VC-105338,A,01,MARTIN KING,"4804,74",N,06/24,243,PT,USD,N,18,"3063,36",SQUARE,4.90,69069,3
VC-105339,A,04,MARK RICHARDSON,"1427,73",N,02/29,691,BR,USD,Y,19,"2396,52",PAYPAL,1.84,64514,5
VC-105340,A,03,AUSTIN BAIRD,"3585,18",N,09/25,136,BR,USD,Y,1,"3436,86",PAYPAL,3.52,94887,2
VC-105341,B,01,DAWN EVANS,"2669,34",N,06/29,737,US,EUR,N,27,"1426,36",STRIPE,2.48,71310,2
VC-105342,B,01,RICHARD GRAY,"1791,00",Y,09/29,714,US,EUR,N,50,"540,59",ADYEN,2.52,85840,4
VC-105343,B,03,STEPHEN HARRIS,"4449,51",N,11/27,588,US,BRL,N,15,"2495,62",PAYPAL,3.45,90800,3
VC-105344,A,03,RICHARD HUBBARD,"216,49",Y,12/25,510,US,USD,N,39,"1192,39",SQUARE,4.50,48034,5
VC-105345,B,02,COLLIN MCCARTHY,"1380,52",Y,06/29,489,BR,BRL,N,34,"1928,40",SQUARE,4.07,20538,2
VC-105346,B,02,NICHOLAS BATES,"3655,08",Y,02/30,898,US,EUR,N,11,"4948,44",SQUARE,1.34,41492,5
VC-105347,A,03,SCOTT LOWERY,"3957,60",N,11/27,834,BR,BRL,N,17,"134,05",STRIPE,4.75,44280,3
VC-105348,A,03,RUBEN WILLIAMS,"1300,26",Y,09/27,822,ES,BRL,Y,41,"2958,46",SQUARE,2.15,47301,3
VC-105349,A,03,KRISTIN MARTINEZ,"3289,30",Y,11/30,803,BR,BRL,N,8,"4389,95",ADYEN,1.16,96925,1
VC-105350,B,01,AUSTIN JACKSON,"3835,99",N,01/28,132,US,EUR,N,1,"4683,87",PAYPAL,4.72,81450,5
VC-105351,A,03,CHRISTOPHER PIERCE,"4345,54",Y,12/28,782,ES,EUR,Y,9,"2796,35",PAYPAL,2.24,12468,5
VC-105352,A,04,JOSHUA JACOBSON,"4563,83",N,05/24,331,BR,USD,Y,8,"2750,74",PAYPAL,1.62,89482,4
VC-105353,A,04,CHRISTINA ANDERSON,"1117,43",Y,02/30,591,BR,USD,N,33,"3392,87",SQUARE,1.68,89245,3
VC-105354,A,02,CRYSTAL DECKER,"973,50",N,10/30,855,PT,USD,N,49,"165,20",ADYEN,3.39,62930,4
VC-105355,A,02,LISA CAMPBELL,"2964,92",N,08/28,813,US,BRL,Y,27,"2529,68",ADYEN,3.60,75575,2
VC-105356,B,03,KEVIN GARCIA,"2956,64",N,08/27,574,ES,BRL,Y,30,"2940,14",ADYEN,1.24,28261,4
VC-105357,B,02,ROY DUNCAN,"4509,82",Y,07/25,695,BR,EUR,Y,41,"4060,05",ADYEN,4.90,36117,4
VC-105358,A,04,KIM TAYLOR,"3178,33",Y,07/24,538,PT,USD,N,20,"745,91",STRIPE,4.03,95631,5
VC-105359,A,02,KIMBERLY MERCER,"2316,92",Y,07/30,111,BR,BRL,N,32,"261,79",PAYPAL,1.51,60528,5
VC-105360,A,03,TRACI ROWLAND,"1894,66",Y,10/29,507,BR,USD,Y,49,"2689,00",PAYPAL,3.01,38509,4
VC-105361,A,02,JOSHUA HOUSTON,"3608,12",Y,06/25,755,BR,BRL,Y,25,"1270,48",ADYEN,0.98,99276,2
VC-105362,A,02,JESSICA ZAVALA,"4931,09",Y,09/24,811,PT,BRL,Y,30,"3817,43",STRIPE,3.71,52835,3
VC-105363,B,02,JUAN JONES,"4649,51",Y,09/29,513,BR,BRL,N,44,"2867,79",SQUARE,1.10,68451,2
VC-105364,A,02,ANDREW GARCIA,"1932,81",N,06/28,277,ES,USD,Y,30,"600,62",PAYPAL,1.64,95603,4
VC-105365,A,04,THOMAS HAMILTON,"2047,88",N,06/28,830,PT,EUR,N,33,"1133,59",ADYEN,2.69,71652,3
VC-105366,A,04,STEVEN BLACKBURN,"927,46",N,12/25,275,PT,USD,N,39,"4710,64",ADYEN,1.98,58785,5
VC-105367,B,04,KATHRYN RILEY,"3712,70",N,08/26,703,US,EUR,Y,39,"4509,39",PAYPAL,3.22,59905,4
VC-105368,B,03,DAVID SCHULTZ,"1800,59",Y,04/25,363,PT,BRL,N,40,"4879,38",SQUARE,2.48,87683,4
VC-105369,A,02,CURTIS SANCHEZ,"2602,79",Y,07/25,693,BR,EUR,N,23,"4526,91",STRIPE,1.96,87007,5
VC-105370,A,01,ROBYN KERR,"131,13",N,09/25,981,PT,BRL,N,42,"1147,12",STRIPE,4.70,44392,5
VC-105371,A,03,ALEX GARCIA,"74,34",Y,10/28,916,BR,EUR,N,38,"4091,47",STRIPE,1.25,84719,3
VC-105372,A,05,ALICIA JOHNSON,"3297,69",Y,04/28,655,US,USD,N,25,"3562,64",ADYEN,2.46,49165,1
VC-105373,A,05,JASON CHAPMAN,"1929,81",Y,01/25,559,BR,EUR,N,25,"2139,09",STRIPE,1.79,58429,2
VC-105374,A,05,JACK JOHNSTON,"311,68",Y,12/29,714,PT,EUR,Y,28,"2709,95",SQUARE,2.01,89015,1
VC-105375,B,03,CHRISTINA JOHNSON,"297,38",Y,03/30,326,US,EUR,N,28,"3999,92",PAYPAL,2.30,81864,5
VC-105376,B,05,CHRISTOPHER SCOTT,"315,58",Y,04/29,304,ES,USD,N,27,"907,62",PAYPAL,4.45,17305,4
VC-105377,A,02,MR. PAUL ARIAS,"4452,66",Y,05/26,345,PT,USD,Y,30,"1171,54",PAYPAL,4.33,14662,5
VC-105378,A,04,LINDSAY SCOTT,"1417,05",Y,10/24,119,US,EUR,N,24,"1136,55",PAYPAL,4.89,52624,2
VC-105379,A,01,THOMAS HENRY,"4373,17",Y,02/27,578,BR,EUR,N,5,"3836,37",PAYPAL,4.77,67339,1
VC-105380,A,04,BRITTANY HARDY,"4896,61",N,10/27,292,ES,BRL,Y,1,"4171,42",ADYEN,3.53,13287,1
VC-105381,B,05,DAVID SHARP,"4614,07",N,12/28,583,ES,EUR,N,7,"3896,02",STRIPE,4.63,4411,4
VC-105382,B,02,GREGORY KNAPP,"3789,50",Y,12/28,195,PT,USD,N,41,"4314,47",STRIPE,1.67,37875,3
VC-105383,A,05,JASON SMITH,"288,54",N,03/29,662,ES,EUR,Y,43,"345,84",SQUARE,3.13,64458,4
VC-105384,B,01,AMY SMITH,"2655,53",N,08/30,842,ES,BRL,N,34,"3673,97",STRIPE,4.69,79600,1
VC-105385,B,02,DONALD CARPENTER,"1455,56",Y,08/28,513,ES,EUR,N,11,"1072,41",ADYEN,3.90,60896,1
VC-105386,B,02,ELIZABETH SOTO,"4807,54",Y,08/26,654,PT,EUR,N,16,"1971,47",ADYEN,2.40,80537,2
VC-105387,A,05,MELISSA JOHNSON,"149,97",Y,06/28,542,US,EUR,N,24,"1934,29",STRIPE,2.74,56331,4
VC-105388,A,05,MICHAEL POPE,"3147,64",Y,05/28,348,US,USD,Y,49,"4775,20",ADYEN,3.04,55777,1
VC-105389,B,04,DANIEL PETERSON,"2825,21",N,10/29,598,US,BRL,N,6,"4963,44",PAYPAL,4.13,54430,3
VC-105390,A,02,LEAH COMBS,"2623,54",Y,12/27,196,PT,USD,N,46,"651,90",SQUARE,4.31,75018,4
VC-105391,B,04,MICHAEL GARZA,"1114,92",N,09/28,698,US,EUR,N,45,"1509,48",ADYEN,3.27,25683,5
VC-105392,A,02,JOSHUA SULLIVAN,"2005,44",N,12/26,791,US,USD,Y,43,"1992,34",SQUARE,3.00,78810,5
VC-105393,B,03,GREGORY SMITH,"2219,15",N,05/25,979,ES,USD,N,36,"1563,59",PAYPAL,1.60,71897,1
VC-105394,B,01,DYLAN HOGAN,"4508,94",Y,06/30,576,BR,EUR,Y,16,"2644,02",STRIPE,4.50,99498,5
VC-105395,A,04,MARK SMITH,"554,46",Y,01/27,586,US,EUR,N,10,"1694,47",STRIPE,1.78,55424,1
VC-105396,A,01,MARY WASHINGTON,"4522,79",Y,01/30,837,PT,EUR,N,32,"1573,29",SQUARE,1.81,38607,2
VC-105397,A,02,JACOB WHITE,"2290,59",N,06/24,567,BR,BRL,N,30,"4212,70",ADYEN,3.31,69781,4
VC-105398,B,05,REBECCA FLORES,"235,29",Y,10/25,601,PT,USD,Y,23,"4608,10",STRIPE,2.52,18944,5
VC-105399,B,05,AMANDA COHEN,"2798,13",Y,06/28,117,BR,BRL,N,11,"3686,76",STRIPE,4.37,60507,4
VC-105400,A,02,SCOTT ROSS,"3175,41",N,09/25,746,PT,BRL,N,13,"4127,17",PAYPAL,2.66,21646,2
VC-105401,B,04,MR. CHRISTOPHER WARREN,"2645,78",Y,04/29,254,PT,EUR,Y,49,"1206,80",PAYPAL,2.27,65819,5
VC-105402,A,02,JONATHAN REYNOLDS,"3433,83",Y,08/26,880,ES,USD,N,19,"4270,27",PAYPAL,0.53,13416,4
VC-105403,A,05,MICHAEL SMITH JR.,"4993,28",Y,04/28,706,US,USD,N,17,"1230,02",PAYPAL,1.39,4247,5
VC-105404,A,03,ERIC WILLIAMS,"1965,80",Y,07/25,570,BR,USD,N,31,"2216,56",ADYEN,3.70,49508,3
VC-105405,B,02,CHRISTOPHER TAYLOR,"3484,00",Y,05/28,272,US,BRL,Y,35,"616,56",ADYEN,1.15,43661,4
VC-105406,A,03,DANNY ARELLANO,"28,54",N,01/27,294,ES,BRL,N,10,"2583,67",ADYEN,1.64,77614,2
VC-105407,A,04,TONYA WARNER,"2098,47",N,10/27,752,US,EUR,N,37,"3427,26",STRIPE,3.04,45334,1
VC-105408,A,02,DAVID NGUYEN,"885,56",Y,12/29,189,US,BRL,Y,37,"933,33",STRIPE,2.25,32358,5
VC-105409,A,03,MICHEAL SIMS,"1350,21",Y,12/26,762,US,BRL,N,19,"2037,78",STRIPE,0.87,77942,1
VC-105410,B,01,JOSEPH BAKER,"3485,46",Y,10/28,419,BR,BRL,N,19,"2040,94",ADYEN,3.39,71865,4
VC-105411,B,01,KEVIN CARROLL,"3418,50",N,10/30,184,ES,USD,N,50,"1144,09",SQUARE,4.96,31241,3
VC-105412,B,04,JOEL GRIFFIN,"4217,76",Y,03/25,866,PT,USD,N,50,"3305,15",STRIPE,2.61,84406,2
VC-105413,B,01,ERIN ONEAL,"4758,97",Y,07/28,177,BR,BRL,Y,50,"4559,57",ADYEN,1.00,56279,4
VC-105414,A,02,BARBARA HOWE,"3646,62",Y,03/24,441,BR,EUR,Y,7,"4573,65",PAYPAL,4.76,7069,2
VC-105415,A,02,KATHLEEN ANDREWS,"681,09",N,04/26,229,US,USD,Y,20,"3579,95",STRIPE,1.28,58228,5
VC-105416,A,05,ANDRE COLLINS,"586,87",Y,03/25,652,US,BRL,N,47,"1882,56",ADYEN,0.69,57296,3
VC-105417,B,05,ANGELA CALDERON,"2585,94",N,08/24,122,PT,USD,Y,30,"2154,33",SQUARE,1.77,93705,4
VC-105418,B,03,JESSICA SCOTT,"4208,96",Y,02/28,746,BR,EUR,N,13,"2424,62",ADYEN,1.42,87666,4
VC-105419,A,01,SANDRA BATES,"4042,97",N,01/27,131,PT,USD,Y,41,"1026,36",STRIPE,2.48,11672,3
VC-105420,B,02,RICHARD MARTINEZ,"4063,59",Y,09/25,238,ES,BRL,Y,50,"2608,38",STRIPE,3.92,82474,4
VC-105421,A,03,JASON WILLIAMS,"222,92",N,12/28,895,US,USD,Y,23,"3370,29",PAYPAL,4.04,82332,4
VC-105422,B,01,RACHAEL JENKINS,"3268,09",Y,04/30,643,BR,USD,Y,28,"4585,98",ADYEN,3.54,89229,5
VC-105423,B,02,PAMELA JUAREZ,"2542,84",N,09/25,892,BR,EUR,N,8,"1298,90",SQUARE,3.81,63612,3
VC-105424,A,03,DAWN GILES,"2134,50",N,06/29,725,BR,BRL,N,24,"4691,79",PAYPAL,2.05,85240,3
VC-105425,A,03,PATRICIA HOWARD,"1620,92",Y,11/24,213,ES,USD,N,34,"4676,57",PAYPAL,3.23,93858,2
VC-105426,A,02,JASMIN SHAFFER,"3106,72",Y,08/26,196,ES,EUR,N,19,"4448,38",ADYEN,4.25,68141,5
VC-105427,B,01,TIMOTHY WARD,"4936,80",N,10/29,876,PT,EUR,N,21,"138,30",PAYPAL,0.80,77691,5
VC-105428,B,05,JENNIFER WASHINGTON,"4191,79",Y,10/26,440,PT,USD,N,9,"3056,97",ADYEN,0.88,45690,4
VC-105429,B,05,ADAM REILLY,"778,23",N,02/29,151,ES,BRL,N,26,"615,79",PAYPAL,2.78,16721,5
VC-105430,B,02,DAWN RICHARDS,"1048,55",N,05/29,946,BR,EUR,N,20,"2142,91",STRIPE,4.35,82546,3
VC-105431,B,05,HEATHER GEORGE,"889,70",N,02/30,344,PT,USD,N,40,"2816,59",SQUARE,4.55,77937,3
VC-105432,B,02,KELLY MONTGOMERY,"4378,90",N,02/25,643,US,USD,N,2,"661,10",PAYPAL,1.60,96553,2
VC-105433,A,05,BRIAN PHILLIPS,"2460,80",N,03/29,337,ES,USD,N,39,"252,78",STRIPE,4.34,98773,5
VC-105434,A,05,JEAN SMITH,"4646,43",N,11/28,834,PT,USD,Y,22,"2708,65",ADYEN,0.82,15776,2
VC-105435,A,01,KARA HUGHES,"3178,19",N,10/29,280,BR,USD,Y,3,"4189,05",SQUARE,1.80,69852,4
VC-105436,A,01,RACHEL JOHNSON,"1926,42",N,10/28,325,BR,EUR,N,10,"4279,07",PAYPAL,2.59,70680,1
VC-105437,A,04,CHRISTOPHER ACOSTA,"161,01",N,08/29,546,BR,EUR,Y,1,"1224,28",SQUARE,1.84,15790,3
VC-105438,B,01,CASSANDRA HANSEN,"4259,64",Y,11/30,523,BR,EUR,Y,41,"3239,08",PAYPAL,4.86,59244,5
VC-105439,A,05,ADRIAN PINEDA,"1817,52",N,01/28,399,BR,BRL,N,31,"3488,43",SQUARE,2.95,9753,3
VC-105440,B,04,TAYLOR HORTON,"1804,18",N,05/29,687,PT,EUR,Y,34,"2880,60",PAYPAL,3.09,12198,4
VC-105441,B,01,CAITLIN SUTTON,"1551,26",N,02/28,695,BR,EUR,N,38,"3130,93",ADYEN,0.92,27584,2
VC-105442,B,01,GEORGE QUINN,"3331,20",N,05/25,795,PT,USD,Y,9,"2514,47",PAYPAL,1.30,49514,1
VC-105443,B,03,TINA CARTER,"2099,20",N,12/27,636,ES,EUR,Y,33,"2790,48",SQUARE,1.05,1236,3
VC-105444,A,05,JASMINE LEBLANC,"3781,38",Y,05/29,838,ES,USD,Y,46,"4825,06",STRIPE,4.44,8391,3
VC-105445,B,04,FAITH BENNETT,"3656,00",Y,08/25,530,ES,BRL,Y,24,"2182,08",PAYPAL,1.56,76017,3
VC-105446,A,02,TIFFANY SANDERS,"1523,57",Y,09/30,914,PT,USD,Y,1,"3029,18",PAYPAL,2.09,63735,1
VC-105447,A,04,JESSICA BRADLEY,"2082,40",Y,12/24,657,ES,BRL,Y,14,"1401,75",SQUARE,2.58,14347,1
VC-105448,B,01,JESSICA REESE,"1075,75",Y,01/27,821,ES,BRL,N,13,"3764,66",ADYEN,0.92,91956,5
VC-105449,B,05,CASSANDRA WARREN,"1490,38",N,10/24,102,PT,USD,N,43,"3045,50",SQUARE,1.77,16322,4
VC-105450,A,03,JUSTIN BURTON,"3849,45",N,10/27,767,ES,BRL,N,46,"2669,81",PAYPAL,4.98,53825,2
VC-105451,B,03,BARBARA HOFFMAN,"1148,12",Y,09/25,819,US,USD,Y,7,"2780,46",STRIPE,3.18,95222,5
VC-105452,A,01,MRS. ASHLEY SULLIVAN,"1561,66",N,12/24,765,US,USD,N,18,"2037,93",STRIPE,3.56,31829,3
VC-105453,B,03,CARLA LEE,"2172,97",Y,02/24,954,BR,BRL,Y,13,"2701,00",ADYEN,3.70,70780,2
VC-105454,A,01,MATTHEW MILLER,"1829,06",N,09/27,521,US,BRL,N,43,"3245,21",STRIPE,3.28,25592,4
VC-105455,A,04,JAMES HODGE,"1663,93",N,01/26,360,BR,EUR,Y,14,"2353,37",PAYPAL,1.75,62452,2
VC-105456,B,05,LEAH BROOKS,"1764,52",Y,02/30,498,BR,USD,N,26,"455,13",PAYPAL,2.32,48878,4
VC-105457,B,02,MICHAEL GONZALEZ,"3268,02",N,11/28,284,ES,EUR,Y,19,"1711,60",STRIPE,4.86,98804,2
VC-105458,A,05,RANDY ARNOLD,"1794,94",N,04/24,233,US,EUR,Y,13,"1706,18",PAYPAL,1.64,4034,5
VC-105459,A,02,NANCY AGUILAR,"222,88",N,03/30,676,US,USD,N,31,"559,17",PAYPAL,1.78,95991,4
